Stock,Year,Adult Escapement,Jack Escapement,Total Escapement,Alaska Catch,Below Mission Catch ,Above Mission Catch,DBE,Run Size
Early Stuart,1970,32578,169,"32,747",,27526,22897,,83170
Early Stuart,1971,95940,2,"95,942",,180549,49669,,326160
Early Stuart,1972,4657,429,"5,086",,12126,6976,,24188
Early Stuart,1973,299892,761,"300,653",,1016273,50543,,1367469
Early Stuart,1974,39533,126,"39,659",,102819,44770,,187248
Early Stuart,1975,65765,15,"65,780",,288433,57027,,426240
Early Stuart,1976,11761,887,"12,648",,14958,16581,,44187
Early Stuart,1977,117445,572,"118,017",,1143820,87240,-138745,1487822
Early Stuart,1978,50004,93,"50,097",,40789,55577,-43619,190081
Early Stuart,1979,92746,17,"92,763",,66744,63238,-30060,252806
Early Stuart,1980,16939,87,"17,026",,7750,7444,-19665,51885
Early Stuart,1981,138031,41,"138,072",,494405,134432,-72287,839196
Early Stuart,1982,4557,3,"4,560",,26292,40985,-44904,116741
Early Stuart,1983,23867,7,"23,874",0,12836,52804,-25290,114804
Early Stuart,1984,45201,46,"45,247",0,1847,8970,12178,56064
Early Stuart,1985,237532,12,"237,544",0,57275,72691,9611,367510
Early Stuart,1986,28584,420,"29,004",0,2157,13581,14653,44743
Early Stuart,1987,148194,244,"148,438",0,8168,21330,-13023,190959
Early Stuart,1988,179807,2322,"182,129",0,15779,26231,13560,224139
Early Stuart,1989,384799,20,"384,819",0,637567,189851,120211,1212238
Early Stuart,1990,97035,14,"97,049",0,6809,51178,-36242,191278
Early Stuart,1991,141119,33,"141,152",0,194809,176522,-70320,582803
Early Stuart,1992,66098,422,"66,520",0,63141,145000,-103211,377872
Early Stuart,1993,688013,2,"688,015",632,250706,212353,205495,1151706
Early Stuart,1994,29125,394,"29,519",0,10877,35667,-142278,218340
Early Stuart,1995,122856,6,"122,862",0,8769,6644,-64833,203108
Early Stuart,1996,87612,841,"88,453",0,5567,3957,-39613,137589
Early Stuart,1997,266941,6,"266,946",18893,477531,327864,-606726,1697960
Early Stuart,1998,32570,20,"32,590",0,7834,18091,-136122,194637
Early Stuart,1999,24552,0,"24,552",0,4530,5255,-145922,180257
Early Stuart,2000,89858,1,"89,859",2,42736,197460,-80550,410606
Early Stuart,2001,170981,2,"170,983",0,7138,37625,-8864,224610
Early Stuart,2002,24637,0,"24,637",0,1754,6478,-29259,62129
Early Stuart,2003,13166,0,"13,166",0,870,3119,-11961,29116
Early Stuart,2004,9281,5,"9,286",0,8279,37224,-69426,124214
Early Stuart,2005,98537,0,"98,537",22,5856,15253,-89329,208997
Early Stuart,2006,35816,0,"35,816",66,2344,4480,-12869,55574
Early Stuart,2007,5347,0,"5,347",0,106,980,-9789,16222
Early Stuart,2008,29867,49,"29,916",149,530,2540,-2630,35766
Early Stuart,2009,45297,0,"45,297",247,2271,5458,-28717,79876
Early Stuart,2010,60262,0,"60,262",0,3439,,-40415,102184
Early Stuart,2011,757,1,758,15,560,1687,-22288,25232
Early Stuart,2012,26230,3,"26,233",10,2422,6341,-148583,183661
Early Stuart,2013,86262,49,"86,311",52,1909,9485,-84719,182101
Early Stuart,2014,68610,3,"68,613",0,5455,20025,-139257,127448
Early Stuart,2015,10087,9,"10,096",0,184,623,-18511,28749
Early Stuart,2016,8608,4,"8,612",169,134,1514,-7758,17829
Early Stuart,2017,15423,10,"15,433",48,235,2725,-18478,22299
Early Stuart,2018,48489,0,"48,489",177,1736,6601,-66321,94467
Early Stuart,2019,89,0,89,121,59,134,-25499,25743
Early Stuart,2020,30,0,30,28,73,66,-16637,20167
Early Stuart,2021,53932,81,"54,013",0,482,998,-14190,78642
Early Stuart,2022,24929,0,"24,929",1004,999,3797,-214663,255089
Early Stuart,2023,9819,0,"9,819",238,176,544,-30616,26656
Gates,1952,7070,0,"7,070",,22636,320,,30026
Gates,1953,74,0,74,,452,1,,527
Gates,1954,45,0,45,,291,7,,343
Gates,1955,77,0,77,,466,8,,551
Gates,1956,7807,41,"7,848",,27055,184,,35087
Gates,1957,891,0,891,,5303,534,,6728
Gates,1958,61,20,81,,541,8,,630
Gates,1959,582,286,868,,1907,19,,2794
Gates,1960,5413,36,"5,449",,8123,391,,13963
Gates,1961,248,4,252,,1618,24,,1894
Gates,1962,159,887,"1,046",,572,20,,1638
Gates,1963,4113,745,"4,858",,4575,316,,9750
Gates,1964,19396,575,"19,971",,57475,4282,,81728
Gates,1965,1642,37,"1,679",,10798,176,,12653
Gates,1966,65,527,592,,2412,12,,3016
Gates,1967,1138,527,"1,665",,9834,120,,11619
Gates,1968,10113,176,"10,289",,85922,4170,,100381
Gates,1969,777,104,881,,2509,26,,3416
Gates,1970,78,725,803,,4446,11,,5260
Gates,1971,426,1873,"2,299",,6590,86,,8975
Gates,1972,8323,246,"8,569",,66141,4966,,79676
Gates,1973,795,104,899,,3199,119,,4217
Gates,1974,70,1721,"1,791",,8070,611,,10472
Gates,1975,1982,2574,"4,556",,6737,608,,11901
Gates,1976,17133,611,"17,744",,106259,5378,,129381
Gates,1977,2582,307,"2,889",,8243,593,2708,11724
Gates,1978,258,2312,"2,570",,3159,231,1718,5959
Gates,1979,3828,1197,"5,025",,13660,1805,-1072,21563
Gates,1980,25088,406,"25,494",,31169,8134,-19021,83818
Gates,1981,4670,139,"4,809",,20903,3658,-10353,39723
Gates,1982,930,1279,"2,209",,7269,2099,1458,11578
Gates,1983,7384,1041,"8,425",2,10293,4333,1143,23053
Gates,1984,28899,173,"29,072",0,43019,10244,-1858,84193
Gates,1985,4578,1226,"5,804",0,10846,4051,5751,20701
Gates,1986,3572,1244,"4,816",0,2863,3060,-850,11589
Gates,1987,9417,405,"9,822",0,13208,2506,-2572,28108
Gates,1988,44913,5444,"50,357",0,56120,15194,9715,121671
Gates,1989,16963,2709,"19,672",307,115250,6833,-43252,185314
Gates,1990,5374,1513,"6,887",19,16132,11172,-30151,64362
Gates,1991,9040,8629,"17,669",0,11724,2990,6347,32383
Gates,1992,41747,4902,"46,649",980,155848,102621,-10353,316451
Gates,1993,17952,676,"18,628",369,25867,2214,-12425,59503
Gates,1994,3411,947,"4,358",5,10061,9971,-22273,46668
Gates,1995,7181,10617,"17,798",0,4628,3585,4060,26011
Gates,1996,99998,455,"100,453",5,33451,38073,-73917,245899
Gates,1997,6498,369,"6,867",1287,37663,5181,-32955,83953
Gates,1998,7248,1477,"8,725",161,4357,3445,-5665,22353
Gates,1999,4135,372,"4,507",1,2788,5870,-26119,39286
Gates,2000,88647,742,"89,389",105,58382,23765,5630,171640
Gates,2001,12921,408,"13,329",33,2572,2459,-9740,28133
Gates,2002,2173,2508,"4,681",0,2778,967,-1384,9811
Gates,2003,9811,624,"10,435",593,15756,5008,-10635,42428
Gates,2004,9606,315,"9,921",2230,72798,19525,-65460,169934
Gates,2005,15150,1262,"16,412",1227,10101,5187,-16131,49058
Gates,2006,2858,213,"3,071",304,11611,1178,-4136,20298
Gates,2007,2555,343,"2,898",3256,573,650,-2090,9467
Gates,2008,14838,180,"15,018",0,12800,21820,-50328,99965
Gates,2009,9878,978,"10,856",295,1145,806,-15746,23958
Gates,2010,15766,6665,"22,431",0,10399,,-8311,35657
Gates,2011,55860,1573,"57,433",219,16226,17191,755,122688
Gates,2012,28484,2695,"31,179",137,12595,20357,-38300,75116
Gates,2013,54939,2387,"57,326",309,10130,9169,-43721,115879
Gates,2014,15750,1178,"16,928",1082,15910,4226,-17390,51498
Gates,2015,18283,2043,"20,326",1727,3491,2348,-19049,41443
Gates,2016,8588,209,"8,797",1168,3037,4787,-27526,22532
Gates,2017,6937,103,"7,040",404,602,632,-18925,10224
Gates,2018,3477,861,"4,338",42,6113,1381,-7401,14923
Gates,2019,9561,315,"9,876",734,139,23,-2001,14064
Gates,2020,6185,178,"6,363",590,154,78,-3100,10154
Gates,2021,32077,115,"32,192",330,525,469,-19920,48539
Gates,2022,2955,658,"3,613",609,507,518,-6226,6451
Gates,2023,17844,513,"18,357",64,512,183,-20025,31354
Harrison,1952,25794,0,"25,794",,55719,82,,81595
Harrison,1953,21030,298,"21,328",,87548,37,,108913
Harrison,1954,28800,0,"28,800",,230178,33,,259011
Harrison,1955,5595,0,"5,595",,40288,26,,45909
Harrison,1956,2586,0,"2,586",,14115,9,,16710
Harrison,1957,3793,19,"3,812",,16743,15,,20570
Harrison,1958,14701,0,"14,701",,131210,15,,145926
Harrison,1959,27868,17,"27,885",,160523,930,,189338
Harrison,1960,17210,70,"17,280",,19008,288,,36576
Harrison,1961,42773,5,"42,778",,36371,1976,,81125
Harrison,1962,8162,0,"8,162",,9978,379,,18519
Harrison,1963,22258,29,"22,287",,21769,897,,44953
Harrison,1964,2202,0,"2,202",,3600,144,,5946
Harrison,1965,15034,0,"15,034",,42660,1058,,58752
Harrison,1966,32646,26,"32,672",,92149,1212,,126033
Harrison,1967,20548,29,"20,577",,92881,217,,113675
Harrison,1968,5379,12,"5,391",,13165,319,,18875
Harrison,1969,14959,47,"15,006",,51938,192,,67136
Harrison,1970,12666,9,"12,675",,50277,368,,63320
Harrison,1971,3790,0,"3,790",,63705,202,,67697
Harrison,1972,1346,53,"1,399",,1829,5,,3233
Harrison,1973,3060,0,"3,060",,20634,79,,23773
Harrison,1974,16920,0,"16,920",,92266,904,,110090
Harrison,1975,5987,0,"5,987",,17413,71,,23471
Harrison,1976,5130,0,"5,130",,27893,43,,33066
Harrison,1977,2246,0,"2,246",,9323,100,-676,12345
Harrison,1978,19717,30,"19,747",,37631,541,6223,57919
Harrison,1979,45615,91,"45,706",,100658,2880,3010,149244
Harrison,1980,5092,0,"5,092",,10203,238,-1741,17274
Harrison,1981,3193,0,"3,193",,14667,199,261,18059
Harrison,1982,9189,0,"9,189",,27457,106,369,36752
Harrison,1983,4239,0,"4,239",735,23009,135,3312,28118
Harrison,1984,1267,0,"1,267",0,13441,53,-3113,17874
Harrison,1985,5097,0,"5,097",80,7872,76,4727,13126
Harrison,1986,7265,25,"7,290",0,25564,155,-7826,40834
Harrison,1987,5228,69,"5,297",0,7709,,5297,13006
Harrison,1988,1544,0,"1,544",0,4629,16,-3996,10184
Harrison,1989,2934,0,"2,934",0,31714,,-2979,37626
Harrison,1990,4515,100,"4,615",0,2729,,4615,7344
Harrison,1991,15000,0,"15,000",11,58871,264,-64218,138363
Harrison,1992,313,0,313,66,2714,,-676,3769
Harrison,1993,3258,7,"3,265",3,76296,,-6411,85974
Harrison,1994,9515,0,"9,515",62,79210,52,-25219,114058
Harrison,1995,16618,142,"16,760",34,19884,2085,-12832,51596
Harrison,1996,15379,0,"15,379",349,12055,413,-7176,35371
Harrison,1997,1418,0,"1,418",588,41222,202,-8030,51459
Harrison,1998,4496,0,"4,496",12,5167,99,-7470,17243
Harrison,1999,8577,0,"8,577",0,2222,261,-24303,35363
Harrison,2000,4343,0,"4,343",3,4840,336,-4948,14470
Harrison,2001,15309,0,"15,309",323,15559,2125,-62242,95558
Harrison,2002,41542,175,"41,717",0,9734,936,-15477,67864
Harrison,2003,8259,350,"8,609",1158,23186,3195,-44864,81012
Harrison,2004,2106,0,"2,106",95,11879,1195,-28574,43848
Harrison,2005,388605,195,"388,800",1,32879,3974,154479,425654
Harrison,2006,168259,761,"169,020",23,66182,4020,47929,239245
Harrison,2007,128295,0,"128,295",2616,12886,792,-74384,218974
Harrison,2008,6717,33,"6,750",8,5441,1929,-32346,46474
Harrison,2009,307210,163,"307,373",1,5394,982,96528,400436
Harrison,2010,761668,0,"761,668",0,305220,,-294438,1281298
Harrison,2011,805596,21,"805,617",1737,225198,61140,-308323,1391630
Harrison,2012,70904,98,"71,002",15,21602,4269,-67198,144127
Harrison,2013,250087,30,"250,117",217,19551,3109,-100646,380187
Harrison,2014,399531,26,"399,557",1131,464506,57493,-542111,1055873
Harrison,2015,115684,31,"115,715",1875,18748,842,-50630,186772
Harrison,2016,65758,0,"65,758",73,6380,1064,-7409,101457
Harrison,2017,49983,0,"49,983",55,1149,239,-17331,68086
Harrison,2018,15148,29,"15,177",0,19624,514,-3751,40374
Harrison,2019,3813,7,"3,820",212,317,4,-27209,10721
Harrison,2020,75537,0,"75,537",31,827,0,17342,101575
Harrison,2021,56184,33,"56,217",397,215,8,15938,70890
Harrison,2022,31923,41,"31,964",0,1996,248,10902,42198
Harrison,2023,34185,15,"34,200",0,429,1,-14368,49288
Harrison-Lillooet,1952,6192,9,"6,201",,24368,48,,30617
Harrison-Lillooet,1953,507,4,511,,1818,16,,2345
Harrison-Lillooet,1954,279,0,279,,2019,9,,2307
Harrison-Lillooet,1955,191,0,191,,705,1,,897
Harrison-Lillooet,1956,6235,0,"6,235",,19902,19,,26156
Harrison-Lillooet,1957,389,0,389,,2844,2,,3235
Harrison-Lillooet,1958,0,0,0,,,,,0
Harrison-Lillooet,1959,35,29,64,,437,2,,503
Harrison-Lillooet,1960,4676,35,"4,711",,9768,78,,14557
Harrison-Lillooet,1961,409,0,409,,254,19,,682
Harrison-Lillooet,1962,270,0,270,,488,23,,781
Harrison-Lillooet,1963,85,0,85,,218,15,,318
Harrison-Lillooet,1964,3967,0,"3,967",,8378,266,,12611
Harrison-Lillooet,1965,646,0,646,,1813,57,,2516
Harrison-Lillooet,1966,329,0,329,,414,12,,755
Harrison-Lillooet,1967,0,0,0,,,,,0
Harrison-Lillooet,1968,1234,0,"1,234",,4505,,,5739
Harrison-Lillooet,1969,139,0,139,,372,2,,513
Harrison-Lillooet,1970,224,37,261,,1000,2,,1263
Harrison-Lillooet,1971,0,0,0,,,,,0
Harrison-Lillooet,1972,2718,261,"2,979",,10084,134,,13197
Harrison-Lillooet,1973,352,26,378,,2296,17,,2691
Harrison-Lillooet,1974,955,139,"1,094",,5927,151,,7171
Harrison-Lillooet,1975,74,2,76,,204,8,,288
Harrison-Lillooet,1976,1802,0,"1,802",,8857,317,,10976
Harrison-Lillooet,1977,193,156,349,,1353,161,107,1863
Harrison-Lillooet,1978,1612,19,"1,631",,5711,367,84,7709
Harrison-Lillooet,1979,93,26,119,,394,25,51,538
Harrison-Lillooet,1980,713,86,799,,3649,175,-292,4915
Harrison-Lillooet,1981,173,0,173,,1622,32,-214,2041
Harrison-Lillooet,1982,2302,29,"2,331",,9174,408,-533,12446
Harrison-Lillooet,1983,476,15,491,102,4265,137,-715,5710
Harrison-Lillooet,1984,371,0,371,0,2065,115,-1070,3621
Harrison-Lillooet,1985,199,4,203,2,1522,58,-104,1889
Harrison-Lillooet,1986,3038,8,"3,046",43,12213,142,955,15444
Harrison-Lillooet,1987,635,64,699,3,2809,62,-323,3896
Harrison-Lillooet,1988,986,53,"1,039",0,2246,90,-421,3796
Harrison-Lillooet,1989,272,123,395,22,1918,29,105,2364
Harrison-Lillooet,1990,1840,102,"1,942",195,8267,3,-352,10759
Harrison-Lillooet,1991,2486,5,"2,491",114,5002,32,638,7640
Harrison-Lillooet,1992,3863,65,"3,928",428,5332,165,1814,9853
Harrison-Lillooet,1993,1291,35,"1,326",52,7506,,-258,9142
Harrison-Lillooet,1994,727,16,743,676,7173,21,-1603,10216
Harrison-Lillooet,1995,1645,57,"1,702",1,1137,634,230,3474
Harrison-Lillooet,1996,3950,71,"4,021",128,2774,106,553,7029
Harrison-Lillooet,1997,1674,0,"1,674",258,11516,46,-1631,15125
Harrison-Lillooet,1998,6597,6,"6,603",348,1904,79,-4148,13082
Harrison-Lillooet,1999,845,72,917,27,264,24,-2069,3300
Harrison-Lillooet,2000,10034,12,"10,046",16,14106,4524,-1059,29751
Harrison-Lillooet,2001,12348,44,"12,392",263,2417,21,163,15093
Harrison-Lillooet,2002,31922,127,"32,049",2,5717,312,-8179,46258
Harrison-Lillooet,2003,14174,119,"14,293",138,3408,78,9543,17917
Harrison-Lillooet,2004,22386,7,"22,393",2703,11648,287,-502,37534
Harrison-Lillooet,2005,5329,221,"5,550",2,1301,24,2021,6877
Harrison-Lillooet,2006,23130,0,"23,130",47,14297,629,-23449,61552
Harrison-Lillooet,2007,5020,13,"5,033",5279,667,23,1554,11002
Harrison-Lillooet,2008,2763,27,"2,790",1,641,59,-1116,4608
Harrison-Lillooet,2009,7620,16,"7,636",239,185,19,1615,8742
Harrison-Lillooet,2010,12578,14,"12,592",0,19701,,10659,30024
Harrison-Lillooet,2011,16942,140,"17,082",70,4822,2079,-2022,25953
Harrison-Lillooet,2012,3722,92,"3,814",10,2998,688,-9638,7018
Harrison-Lillooet,2013,8742,13,"8,755",42,519,12,479,10302
Harrison-Lillooet,2014,6011,33,"6,044",0,24454,1022,-428,17775
Harrison-Lillooet,2015,8997,0,"8,997",153,375,17,-2970,12196
Harrison-Lillooet,2016,4640,14,"4,654",488,596,109,-1914,6707
Harrison-Lillooet,2017,7013,0,"7,013",38,117,77,-5397,8173
Harrison-Lillooet,2018,1504,0,"1,504",17,1587,45,446,3467
Harrison-Lillooet,2019,67,0,67,2,7,1,-872,88
Harrison-Lillooet,2020,822,0,822,28,13,0,-1262,1074
Harrison-Lillooet,2021,4039,0,"4,039",495,35,4,-3299,5021
Harrison-Lillooet,2022,3143,97,"3,240",13,784,41,-2771,4639
Harrison-Lillooet,2023,3820,1,"3,821",20,70,0,-4882,5219
Late Shuswap,1952,7317,3436,"10,753",,17502,1458,,29713
Late Shuswap,1953,3473,216891,"220,364",,330625,8843,,559832
Late Shuswap,1954,2026754,4259,"2,031,013",,7204847,49688,,9285548
Late Shuswap,1955,63859,725,"64,584",,466401,11990,,542975
Late Shuswap,1956,3321,1184,"4,505",,10142,1670,,16317
Late Shuswap,1957,2809,304419,"307,228",,356837,3611,,667676
Late Shuswap,1958,2294736,5238,"2,299,974",,11644016,41809,,13985799
Late Shuswap,1959,134826,264,"135,090",,675196,8340,,818626
Late Shuswap,1960,1907,7,"1,914",,5022,748,,7684
Late Shuswap,1961,1150,64707,"65,857",,39092,351,,105300
Late Shuswap,1962,1144569,6573,"1,151,142",,875727,60001,,2086870
Late Shuswap,1963,158468,113,"158,581",,211066,16991,,386638
Late Shuswap,1964,604,112,716,,1728,191,,2635
Late Shuswap,1965,2087,57442,"59,529",,37657,373,,97559
Late Shuswap,1966,1282180,40300,"1,322,480",,1416053,85925,,2824458
Late Shuswap,1967,844954,976,"845,930",,2250421,48137,,3144488
Late Shuswap,1968,3686,312,"3,998",,18234,279,,22511
Late Shuswap,1969,5985,49334,"55,319",,68269,1953,,125541
Late Shuswap,1970,1528862,27962,"1,556,824",,2402254,38464,,3997542
Late Shuswap,1971,290192,101,"290,293",,2841635,14051,,3145979
Late Shuswap,1972,4192,506,"4,698",,25919,1683,,32300
Late Shuswap,1973,3808,44190,"47,998",,148772,6207,,202977
Late Shuswap,1974,1150772,6761,"1,157,533",,4203807,50074,,5411414
Late Shuswap,1975,167365,1200,"168,565",,532785,15081,,716431
Late Shuswap,1976,4780,808,"5,588",,35837,1081,,42506
Late Shuswap,1977,12510,69265,"81,775",,132582,922,65641,215279
Late Shuswap,1978,1897353,3050,"1,900,403",,4970777,54021,98118,6925201
Late Shuswap,1979,299403,310,"299,713",,834218,12806,-67118,1213855
Late Shuswap,1980,2500,175,"2,675",,14813,1976,-2365,21828
Late Shuswap,1981,10293,36614,"46,907",,158307,1386,18267,206601
Late Shuswap,1982,3060235,1023,"3,061,258",,6188804,110118,172435,9360180
Late Shuswap,1983,211365,59,"211,424",60276,1302721,12369,-108048,1694838
Late Shuswap,1984,4335,4,"4,339",0,31971,1724,-4490,42524
Late Shuswap,1985,1484,13716,"15,200",68,67149,116,6128,82534
Late Shuswap,1986,2345230,11034,"2,356,264",30573,6627847,139128,-621495,9775307
Late Shuswap,1987,603090,73,"603,163",2603,1465369,52851,178423,2123986
Late Shuswap,1988,5007,52,"5,059",0,42276,2557,-15854,65746
Late Shuswap,1989,565,11088,"11,653",3432,56362,202,6542,71649
Late Shuswap,1990,3715262,5919,"3,721,181",164615,6419985,155380,852408,10461162
Late Shuswap,1991,1255517,1,"1,255,518",21712,2297697,33730,-96902,3705559
Late Shuswap,1992,12996,132,"13,128",5940,52150,190,8031,71409
Late Shuswap,1993,1367,9999,"11,366",182,19375,,8792,30923
Late Shuswap,1994,1370677,252,"1,370,929",135480,5930679,63262,586157,7500350
Late Shuswap,1995,428875,0,"428,875",18838,384909,124562,144057,957184
Late Shuswap,1996,12466,18,"12,484",664,12320,9795,-20831,56093
Late Shuswap,1997,1072,374,"1,446",325,15905,313,-1856,19845
Late Shuswap,1998,1389271,312,"1,389,583",51838,408169,22404,-781426,2653421
Late Shuswap,1999,343540,0,"343,540",14101,80372,4811,-380112,822937
Late Shuswap,2000,855,0,855,22,20694,4986,-19367,45924
Late Shuswap,2001,4858,18272,"23,130",1119,9441,2266,-22132,58088
Late Shuswap,2002,5532263,123,"5,532,386",228,966882,147235,-196075,6842806
Late Shuswap,2003,381278,0,"381,278",8490,231153,36777,11515,657698
Late Shuswap,2004,2994,88,"3,082",110,4376,3063,-6890,17520
Late Shuswap,2005,21113,42234,"63,347",28701,18215,5522,22228,115785
Late Shuswap,2006,2897709,12,"2,897,721",17459,2737183,310232,-1606858,7569453
Late Shuswap,2007,61043,0,"61,043",12789,13358,6520,-55122,148833
Late Shuswap,2008,164,0,164,25,2497,2450,-7370,12506
Late Shuswap,2009,32481,38863,"71,344",1056,2762,963,23305,132814
Late Shuswap,2010,7519018,58,"7,519,076",0,8442056,,-1102578,16714182
Late Shuswap,2011,165695,0,"165,695",2070,94020,30642,-223789,379555
Late Shuswap,2012,12,0,12,8,755,813,-2058,46
Late Shuswap,2013,152981,32264,"185,245",5746,28182,8860,-134798,473604
Late Shuswap,2014,2207847,109,"2,207,956",47988,4910668,394365,-1719312,8158297
Late Shuswap,2015,9688,0,"9,688",3505,2309,1991,-52496,30733
Late Shuswap,2016,49,0,49,100,53,17,-141,864
Late Shuswap,2017,15069,7575,"22,644",466,1634,1090,-24543,40231
Late Shuswap,2018,1517302,0,"1,517,302",20694,2191372,359060,-266715,4290424
Late Shuswap,2019,5263,0,"5,263",3467,193,47,-8465,13990
Late Shuswap,2020,27,0,27,314,9,1,-76,388
Late Shuswap,2021,29897,1662,"31,559",2828,316,422,-64719,52465
Late Shuswap,2022,712563,19,"712,582",9270,377366,36487,-308121,1319943
Late Shuswap,2023,7842,0,"7,842",77,518,121,-47024,13777
Late Stuart,1952,35,1940,"1,975",,1300,31,,3306
Late Stuart,1953,368634,389,"369,023",,1048400,24207,,1441630
Late Stuart,1954,5470,0,"5,470",,30190,782,,36442
Late Stuart,1955,7582,36,"7,618",,45281,2415,,55314
Late Stuart,1956,913,541,"1,454",,9040,1020,,11514
Late Stuart,1957,531108,22,"531,130",,828831,22544,,1382505
Late Stuart,1958,23619,19,"23,638",,109672,3196,,136506
Late Stuart,1959,8225,0,"8,225",,39717,463,,48405
Late Stuart,1960,2396,565,"2,961",,11112,389,,14462
Late Stuart,1961,410887,218,"411,105",,749907,44877,,1205889
Late Stuart,1962,18643,46,"18,689",,31570,4768,,55027
Late Stuart,1963,3222,15,"3,237",,3431,411,,7079
Late Stuart,1964,1816,84,"1,900",,6413,933,,9246
Late Stuart,1965,214943,15,"214,958",,525558,32846,,773362
Late Stuart,1966,9027,5,"9,032",,40786,1264,,51082
Late Stuart,1967,1629,13,"1,642",,11951,295,,13888
Late Stuart,1968,389,81,470,,1557,135,,2162
Late Stuart,1969,207014,43,"207,057",,859005,37895,,1103957
Late Stuart,1970,14978,77,"15,055",,76204,2762,,94021
Late Stuart,1971,1535,0,"1,535",,6138,472,,8145
Late Stuart,1972,7341,1363,"8,704",,27472,4011,,40187
Late Stuart,1973,214230,113,"214,343",,1359283,33544,,1607170
Late Stuart,1974,14190,437,"14,627",,68819,8205,,91651
Late Stuart,1975,14229,0,"14,229",,44446,6852,,65527
Late Stuart,1976,2898,102,"3,000",,11936,1534,,16470
Late Stuart,1977,146459,170,"146,629",,500114,19304,-22923,688970
Late Stuart,1978,12738,289,"13,027",,39381,3823,-1175,57405
Late Stuart,1979,31918,0,"31,918",,174794,7105,12341,213817
Late Stuart,1980,946,33,979,,3039,536,-73,4627
Late Stuart,1981,249494,205,"249,699",,982155,63915,-57530,1353299
Late Stuart,1982,16758,0,"16,758",,65215,11484,3404,93457
Late Stuart,1983,2246,0,"2,246",897,4773,2163,2405,10080
Late Stuart,1984,1228,0,"1,228",0,19163,1375,-2781,24547
Late Stuart,1985,274621,21,"274,642",188,1607892,53318,49254,1936040
Late Stuart,1986,28715,0,"28,715",0,71860,10105,-4894,115574
Late Stuart,1987,6472,52,"6,524",0,8859,5755,141,21138
Late Stuart,1988,7117,4342,"11,459",0,8041,3232,5800,22732
Late Stuart,1989,575697,94,"575,791",34122,2791415,90640,7988,3491969
Late Stuart,1990,189079,981,"190,060",8048,600692,29812,-16906,845518
Late Stuart,1991,76860,462,"77,322",1272,256989,15513,-5040,356136
Late Stuart,1992,19513,4379,"23,892",1206,237216,10615,-30066,302995
Late Stuart,1993,1804969,173,"1,805,142",10293,3588400,194212,1018225,5598047
Late Stuart,1994,76462,253,"76,715",1091,436830,28945,-91267,634847
Late Stuart,1995,34362,0,"34,362",11,41735,35375,-16108,127591
Late Stuart,1996,62994,2904,"65,898",699,65108,24871,-9426,166003
Late Stuart,1997,907652,0,"907,652",57151,2158874,108685,-85539,3317902
Late Stuart,1998,138397,1024,"139,421",10812,172558,56455,-348791,728036
Late Stuart,1999,61574,546,"62,120",59,10532,15160,-33120,120991
Late Stuart,2000,454397,81,"454,478",492,305248,67039,139159,827257
Late Stuart,2001,351569,312,"351,881",3965,168248,84340,-130927,739360
Late Stuart,2002,34498,23,"34,521",9,35363,17276,-34287,121455
Late Stuart,2003,36647,1827,"38,474",2057,50143,21876,-27327,139877
Late Stuart,2004,83418,29,"83,447",10620,475404,128946,-274277,972693
Late Stuart,2005,293124,20,"293,144",29293,106040,100154,-100466,629096
Late Stuart,2006,27504,11,"27,515",529,99777,25943,-73617,227380
Late Stuart,2007,8487,220,"8,707",405,2911,7772,-16635,36430
Late Stuart,2008,146569,89,"146,658",139,32239,86809,-44852,310697
Late Stuart,2009,86964,37,"87,001",771,5547,10554,-41613,124109
Late Stuart,2010,75241,48,"75,289",0,116941,,-74934,158191
Late Stuart,2011,3783,270,"4,053",971,24015,25709,-46805,12255
Late Stuart,2012,93119,40,"93,159",659,39613,59476,-31154,193186
Late Stuart,2013,131764,839,"132,603",1172,25598,27197,-32334,227473
Late Stuart,2014,50691,0,"50,691",6948,177343,37645,-104002,311561
Late Stuart,2015,11124,0,"11,124",2085,5770,2801,-50122,38959
Late Stuart,2016,9407,659,"10,066",666,3167,8324,-19657,33680
Late Stuart,2017,146975,495,"147,470",2595,3475,13592,-34715,219720
Late Stuart,2018,112189,0,"112,189",620,147613,28445,-25674,328946
Late Stuart,2019,5801,60,"5,861",3080,272,717,-16983,14154
Late Stuart,2020,4741,21,"4,762",361,413,3184,-26541,12300
Late Stuart,2021,379925,182,"380,107",9532,3587,12824,-17776,468069
Late Stuart,2022,87947,0,"87,947",1010,29452,24270,-119386,215279
Late Stuart,2023,20485,13,"20,498",446,993,2187,-46258,43724
Nadina,1952,1042,645,"1,687",,7551,396,,9634
Nadina,1953,38563,11,"38,574",,223067,4539,,266180
Nadina,1954,2219,0,"2,219",,14339,338,,16896
Nadina,1955,198,4,202,,1603,57,,1862
Nadina,1956,1199,112,"1,311",,5479,284,,7074
Nadina,1957,59134,10,"59,144",,220383,6843,,286370
Nadina,1958,806,0,806,,5387,78,,6270
Nadina,1959,1364,0,"1,364",,4233,135,,5732
Nadina,1960,1550,173,"1,723",,6407,394,,8524
Nadina,1961,35972,4,"35,976",,178684,6229,,220889
Nadina,1962,2130,3,"2,133",,3959,331,,6423
Nadina,1963,8307,16,"8,323",,10047,1352,,19722
Nadina,1964,1604,25,"1,629",,6989,790,,9409
